target_id,target_ja,enemy_id,enemy_ja,enemy_role,enemy_sub_role,depth_score,depth_missing_fields,depth_short_fields,duplication_guardrail_length,pack_p_quality_band,pack_p_review_status,pack_q_review_status,one_line_summary,next_edit_priority,quality_version
Soldier76,ソルジャー76,Tracer,トレーサー,ダメージ,フランカー,100,,,96,B,needs_depth,stable,ソルジャー76対トレーサー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Soldier76,ソルジャー76,Venture,ベンチャー,ダメージ,フランカー,100,,,96,B,needs_depth,stable,ソルジャー76対ベンチャー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Soldier76,ソルジャー76,Reaper,リーパー,ダメージ,フランカー,100,,,95,B,needs_depth,stable,ソルジャー76対リーパー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Soldier76,ソルジャー76,Vendetta,ヴェンデッタ,ダメージ,フランカー,100,,,97,B,needs_depth,stable,ソルジャー76対ヴェンデッタ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Soldier76,ソルジャー76,Echo,エコー,ダメージ,リコン,100,,,94,B,needs_depth,stable,ソルジャー76対エコー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Soldier76,ソルジャー76,Pharah,ファラ,ダメージ,リコン,100,,,94,B,needs_depth,stable,ソルジャー76対ファラ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Soldier76,ソルジャー76,Symmetra,シンメトラ,ダメージ,スペシャリスト,100,,,96,B,needs_depth,stable,ソルジャー76対シンメトラ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Soldier76,ソルジャー76,Junkrat,ジャンクラット,ダメージ,スペシャリスト,100,,,98,B,needs_depth,stable,ソルジャー76対ジャンクラット: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Soldier76,ソルジャー76,Torbjörn,トールビョーン,ダメージ,スペシャリスト,100,,,98,B,needs_depth,stable,ソルジャー76対トールビョーン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Soldier76,ソルジャー76,Bastion,バスティオン,ダメージ,スペシャリスト,100,,,97,B,needs_depth,stable,ソルジャー76対バスティオン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Soldier76,ソルジャー76,Mei,メイ,ダメージ,スペシャリスト,100,,,93,B,needs_depth,stable,ソルジャー76対メイ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Soldier76,ソルジャー76,Illari,イラリー,サポート,サバイバー,100,,,95,B,needs_depth,stable,ソルジャー76対イラリー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Soldier76,ソルジャー76,Jetpack Cat,ジェットパック・キャット,サポート,タクティシャン,100,,,103,B,needs_depth,stable,ソルジャー76対ジェットパック・キャット: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Soldier76,ソルジャー76,Juno,ジュノ,サポート,サバイバー,100,,,94,B,needs_depth,stable,ソルジャー76対ジュノ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Soldier76,ソルジャー76,Baptiste,バティスト,サポート,タクティシャン,100,,,96,B,needs_depth,stable,ソルジャー76対バティスト: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Soldier76,ソルジャー76,Mercy,マーシー,サポート,メディック,100,,,95,B,needs_depth,stable,ソルジャー76対マーシー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Soldier76,ソルジャー76,Lifeweaver,ライフウィーバー,サポート,メディック,100,,,99,B,needs_depth,stable,ソルジャー76対ライフウィーバー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Soldier76,ソルジャー76,Kiriko,キリコ,サポート,メディック,100,,,94,B,needs_depth,stable,ソルジャー76対キリコ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Soldier76,ソルジャー76,Brigitte,ブリギッテ,サポート,サバイバー,100,,,96,B,needs_depth,stable,ソルジャー76対ブリギッテ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Soldier76,ソルジャー76,Moira,モイラ,サポート,メディック,100,,,94,B,needs_depth,stable,ソルジャー76対モイラ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Soldier76,ソルジャー76,Lúcio,ルシオ,サポート,タクティシャン,100,,,94,B,needs_depth,stable,ソルジャー76対ルシオ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Soldier76,ソルジャー76,Ana,アナ,サポート,タクティシャン,92,,first_check,93,B,needs_depth,stable,ソルジャー76対アナ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Soldier76,ソルジャー76,Wuyang,ウーヤン,サポート,サバイバー,100,,,95,B,needs_depth,stable,ソルジャー76対ウーヤン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Soldier76,ソルジャー76,Zenyatta,ゼニヤッタ,サポート,タクティシャン,100,,,96,B,needs_depth,stable,ソルジャー76対ゼニヤッタ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Soldier76,ソルジャー76,Mizuki,ミズキ,サポート,サバイバー,100,,,94,B,needs_depth,stable,ソルジャー76対ミズキ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,D.Va,D.Va,タンク,イニシエーター,100,,,98,B,needs_depth,stable,ソジョーン対D.Va: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Winston,ウィンストン,タンク,イニシエーター,100,,,100,B,needs_depth,stable,ソジョーン対ウィンストン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Doomfist,ドゥームフィスト,タンク,イニシエーター,100,,,102,B,needs_depth,stable,ソジョーン対ドゥームフィスト: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Hazard,ハザード,タンク,ストールワート,100,,,98,B,needs_depth,stable,ソジョーン対ハザード: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Wrecking Ball,レッキング・ボール,タンク,イニシエーター,100,,,103,B,needs_depth,stable,ソジョーン対レッキング・ボール: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Zarya,ザリア,タンク,ブルーザー,100,,,97,B,needs_depth,stable,ソジョーン対ザリア: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Junker Queen,ジャンカー・クイーン,タンク,ストールワート,100,,,104,B,needs_depth,stable,ソジョーン対ジャンカー・クイーン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Domina,ドミナ,タンク,ストールワート,100,,,97,B,needs_depth,stable,ソジョーン対ドミナ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Mauga,マウガ,タンク,ブルーザー,100,,,97,B,needs_depth,stable,ソジョーン対マウガ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Ramattra,ラマットラ,タンク,ストールワート,100,,,99,B,needs_depth,stable,ソジョーン対ラマットラ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Roadhog,ロードホッグ,タンク,ブルーザー,100,,,100,B,needs_depth,stable,ソジョーン対ロードホッグ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Orisa,オリーサ,タンク,ブルーザー,100,,,98,B,needs_depth,stable,ソジョーン対オリーサ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Sigma,シグマ,タンク,ストールワート,100,,,97,B,needs_depth,stable,ソジョーン対シグマ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Reinhardt,ラインハルト,タンク,ストールワート,100,,,100,B,needs_depth,stable,ソジョーン対ラインハルト: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Ashe,アッシュ,ダメージ,シャープシューター,100,,,98,B,needs_depth,stable,ソジョーン対アッシュ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Widowmaker,ウィドウメイカー,ダメージ,シャープシューター,100,,,102,B,needs_depth,stable,ソジョーン対ウィドウメイカー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Emre,エムレ,ダメージ,スペシャリスト,100,,,97,B,needs_depth,stable,ソジョーン対エムレ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Cassidy,キャスディ,ダメージ,シャープシューター,100,,,99,B,needs_depth,stable,ソジョーン対キャスディ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Sojourn,ソジョーン,ダメージ,シャープシューター,100,,,99,B,needs_depth,stable,ソジョーン対ソジョーン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Soldier: 76,ソルジャー76,ダメージ,スペシャリスト,100,,,101,B,needs_depth,stable,ソジョーン対ソルジャー76: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Hanzo,ハンゾー,ダメージ,シャープシューター,100,,,98,B,needs_depth,stable,ソジョーン対ハンゾー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Freja,フレイヤ,ダメージ,リコン,100,,,98,B,needs_depth,stable,ソジョーン対フレイヤ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Anran,アンラン,ダメージ,フランカー,100,,,98,B,needs_depth,stable,ソジョーン対アンラン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Genji,ゲンジ,ダメージ,フランカー,100,,,97,B,needs_depth,stable,ソジョーン対ゲンジ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Shion,シオン,ダメージ,フランカー,100,,,97,B,needs_depth,stable,ソジョーン対シオン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Sombra,ソンブラ,ダメージ,リコン,100,,,98,B,needs_depth,stable,ソジョーン対ソンブラ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Tracer,トレーサー,ダメージ,フランカー,100,,,99,B,needs_depth,stable,ソジョーン対トレーサー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Venture,ベンチャー,ダメージ,フランカー,100,,,99,B,needs_depth,stable,ソジョーン対ベンチャー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Reaper,リーパー,ダメージ,フランカー,100,,,98,B,needs_depth,stable,ソジョーン対リーパー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Vendetta,ヴェンデッタ,ダメージ,フランカー,100,,,100,B,needs_depth,stable,ソジョーン対ヴェンデッタ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Echo,エコー,ダメージ,リコン,100,,,97,B,needs_depth,stable,ソジョーン対エコー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Pharah,ファラ,ダメージ,リコン,100,,,97,B,needs_depth,stable,ソジョーン対ファラ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Symmetra,シンメトラ,ダメージ,スペシャリスト,100,,,99,B,needs_depth,stable,ソジョーン対シンメトラ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Junkrat,ジャンクラット,ダメージ,スペシャリスト,100,,,101,B,needs_depth,stable,ソジョーン対ジャンクラット: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Torbjörn,トールビョーン,ダメージ,スペシャリスト,100,,,101,B,needs_depth,stable,ソジョーン対トールビョーン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Bastion,バスティオン,ダメージ,スペシャリスト,100,,,100,B,needs_depth,stable,ソジョーン対バスティオン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Mei,メイ,ダメージ,スペシャリスト,100,,,96,B,needs_depth,stable,ソジョーン対メイ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Illari,イラリー,サポート,サバイバー,100,,,98,B,needs_depth,stable,ソジョーン対イラリー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Jetpack Cat,ジェットパック・キャット,サポート,タクティシャン,100,,,106,B,needs_depth,stable,ソジョーン対ジェットパック・キャット: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Juno,ジュノ,サポート,サバイバー,100,,,97,B,needs_depth,stable,ソジョーン対ジュノ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Baptiste,バティスト,サポート,タクティシャン,100,,,99,B,needs_depth,stable,ソジョーン対バティスト: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Mercy,マーシー,サポート,メディック,100,,,98,B,needs_depth,stable,ソジョーン対マーシー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Lifeweaver,ライフウィーバー,サポート,メディック,100,,,102,B,needs_depth,stable,ソジョーン対ライフウィーバー: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Kiriko,キリコ,サポート,メディック,100,,,97,B,needs_depth,stable,ソジョーン対キリコ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Brigitte,ブリギッテ,サポート,サバイバー,100,,,99,B,needs_depth,stable,ソジョーン対ブリギッテ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Moira,モイラ,サポート,メディック,100,,,97,B,needs_depth,stable,ソジョーン対モイラ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Lúcio,ルシオ,サポート,タクティシャン,100,,,97,B,needs_depth,stable,ソジョーン対ルシオ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Ana,アナ,サポート,タクティシャン,92,,first_check,96,B,needs_depth,stable,ソジョーン対アナ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Wuyang,ウーヤン,サポート,サバイバー,100,,,98,B,needs_depth,stable,ソジョーン対ウーヤン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Zenyatta,ゼニヤッタ,サポート,タクティシャン,100,,,99,B,needs_depth,stable,ソジョーン対ゼニヤッタ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Sojourn,ソジョーン,Mizuki,ミズキ,サポート,サバイバー,100,,,97,B,needs_depth,stable,ソジョーン対ミズキ: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Cassidy,キャスディ,D.Va,D.Va,タンク,イニシエーター,100,,,96,B,needs_depth,stable,キャスディ対D.Va: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
Cassidy,キャスディ,Winston,ウィンストン,タンク,イニシエーター,100,,,98,B,needs_depth,stable,キャスディ対ウィンストン: Pack Qで入る前・撃つ瞬間・失敗時の深掘りメモを追加。,維持。次回は相性評価幅または実戦レビューを確認。,v50.17
