target_id,target_ja,enemy_id,enemy_ja,enemy_role,enemy_sub_role,coverage_score,text_score,rating_score,uniqueness_score,total_quality_score,quality_band,issue_count,missing_sources,placeholder_terms,short_text_fields,duplicate_warning,rating_range_for_target,source_count,one_line_summary,next_edit_priority,review_status,quality_version
Soldier76,ソルジャー76,Ashe,アッシュ,ダメージ,シャープシューター,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対アッシュ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Widowmaker,ウィドウメイカー,ダメージ,シャープシューター,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対ウィドウメイカー: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Emre,エムレ,ダメージ,スペシャリスト,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対エムレ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Cassidy,キャスディ,ダメージ,シャープシューター,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対キャスディ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Sojourn,ソジョーン,ダメージ,シャープシューター,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対ソジョーン: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Soldier: 76,ソルジャー76,ダメージ,スペシャリスト,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対ソルジャー76: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Hanzo,ハンゾー,ダメージ,シャープシューター,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対ハンゾー: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Freja,フレイヤ,ダメージ,リコン,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対フレイヤ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Anran,アンラン,ダメージ,フランカー,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対アンラン: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Genji,ゲンジ,ダメージ,フランカー,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対ゲンジ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Shion,シオン,ダメージ,フランカー,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対シオン: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Sombra,ソンブラ,ダメージ,リコン,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対ソンブラ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Tracer,トレーサー,ダメージ,フランカー,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対トレーサー: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Venture,ベンチャー,ダメージ,フランカー,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対ベンチャー: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Reaper,リーパー,ダメージ,フランカー,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対リーパー: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Vendetta,ヴェンデッタ,ダメージ,フランカー,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対ヴェンデッタ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Echo,エコー,ダメージ,リコン,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対エコー: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Pharah,ファラ,ダメージ,リコン,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対ファラ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Symmetra,シンメトラ,ダメージ,スペシャリスト,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対シンメトラ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Junkrat,ジャンクラット,ダメージ,スペシャリスト,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対ジャンクラット: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Torbjörn,トールビョーン,ダメージ,スペシャリスト,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対トールビョーン: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Bastion,バスティオン,ダメージ,スペシャリスト,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対バスティオン: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Mei,メイ,ダメージ,スペシャリスト,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対メイ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Illari,イラリー,サポート,サバイバー,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対イラリー: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Jetpack Cat,ジェットパック・キャット,サポート,タクティシャン,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対ジェットパック・キャット: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Juno,ジュノ,サポート,サバイバー,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対ジュノ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Baptiste,バティスト,サポート,タクティシャン,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対バティスト: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Mercy,マーシー,サポート,メディック,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対マーシー: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Lifeweaver,ライフウィーバー,サポート,メディック,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対ライフウィーバー: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Kiriko,キリコ,サポート,メディック,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対キリコ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Brigitte,ブリギッテ,サポート,サバイバー,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対ブリギッテ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Moira,モイラ,サポート,メディック,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対モイラ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Lúcio,ルシオ,サポート,タクティシャン,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対ルシオ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Ana,アナ,サポート,タクティシャン,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対アナ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Wuyang,ウーヤン,サポート,サバイバー,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対ウーヤン: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Zenyatta,ゼニヤッタ,サポート,タクティシャン,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対ゼニヤッタ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Soldier76,ソルジャー76,Mizuki,ミズキ,サポート,サバイバー,100,97,47,100,89,B,1,,,unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソルジャー76対ミズキ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Sojourn,ソジョーン,D.Va,D.Va,タンク,イニシエーター,100,79,47,100,84,B,7,,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソジョーン対D.Va: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Sojourn,ソジョーン,Winston,ウィンストン,タンク,イニシエーター,100,79,47,100,84,B,7,,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソジョーン対ウィンストン: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Sojourn,ソジョーン,Doomfist,ドゥームフィスト,タンク,イニシエーター,100,69,47,100,82,B,8,,移動スキル使用後,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソジョーン対ドゥームフィスト: 品質B、スコア82/100。仮文言を固有スキル名と具体タイミングへ置換。,仮文言を固有スキル名と具体タイミングへ置換。,needs_text_cleanup,v50.15
Sojourn,ソジョーン,Hazard,ハザード,タンク,ストールワート,100,79,47,100,84,B,7,,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソジョーン対ハザード: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Sojourn,ソジョーン,Wrecking Ball,レッキング・ボール,タンク,イニシエーター,100,79,47,100,84,B,7,,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソジョーン対レッキング・ボール: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Sojourn,ソジョーン,Zarya,ザリア,タンク,ブルーザー,100,79,47,100,84,B,7,,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソジョーン対ザリア: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Sojourn,ソジョーン,Junker Queen,ジャンカー・クイーン,タンク,ストールワート,100,79,47,100,84,B,7,,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソジョーン対ジャンカー・クイーン: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Sojourn,ソジョーン,Domina,ドミナ,タンク,ストールワート,100,79,47,100,84,B,7,,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソジョーン対ドミナ: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Sojourn,ソジョーン,Mauga,マウガ,タンク,ブルーザー,100,79,47,100,84,B,7,,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソジョーン対マウガ: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Sojourn,ソジョーン,Ramattra,ラマットラ,タンク,ストールワート,100,79,47,100,84,B,7,,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソジョーン対ラマットラ: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Sojourn,ソジョーン,Roadhog,ロードホッグ,タンク,ブルーザー,100,79,47,100,84,B,7,,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソジョーン対ロードホッグ: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Sojourn,ソジョーン,Orisa,オリーサ,タンク,ブルーザー,100,79,47,100,84,B,7,,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソジョーン対オリーサ: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Sojourn,ソジョーン,Sigma,シグマ,タンク,ストールワート,100,79,47,100,84,B,7,,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソジョーン対シグマ: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Sojourn,ソジョーン,Reinhardt,ラインハルト,タンク,ストールワート,100,79,47,100,84,B,7,,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソジョーン対ラインハルト: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Sojourn,ソジョーン,Ashe,アッシュ,ダメージ,シャープシューター,100,79,47,100,84,B,7,,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソジョーン対アッシュ: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Sojourn,ソジョーン,Widowmaker,ウィドウメイカー,ダメージ,シャープシューター,100,79,47,100,84,B,7,,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソジョーン対ウィドウメイカー: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Sojourn,ソジョーン,Emre,エムレ,ダメージ,スペシャリスト,100,79,47,100,84,B,7,,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソジョーン対エムレ: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Sojourn,ソジョーン,Cassidy,キャスディ,ダメージ,シャープシューター,100,79,47,100,84,B,7,,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソジョーン対キャスディ: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
Sojourn,ソジョーン,Sojourn,ソジョーン,ダメージ,シャープシューター,100,69,47,100,82,B,8,,移動スキル使用後,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソジョーン対ソジョーン: 品質B、スコア82/100。仮文言を固有スキル名と具体タイミングへ置換。,仮文言を固有スキル名と具体タイミングへ置換。,needs_text_cleanup,v50.15
Sojourn,ソジョーン,Soldier: 76,ソルジャー76,ダメージ,スペシャリスト,100,79,47,100,84,B,7,,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,,5.0-5.0 stdev 0.00,10,ソジョーン対ソルジャー76: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth,v50.15
