target_id,enemy_id,text_score,rating_score,total_quality_score,quality_band,issue_count,placeholder_terms,short_text_fields,rating_range_for_target,one_line_summary,next_edit_priority,review_status
Soldier76,Cassidy,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対キャスディ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Sojourn,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ソジョーン: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Soldier: 76,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ソルジャー76: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Hanzo,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ハンゾー: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Freja,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対フレイヤ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Anran,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対アンラン: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Genji,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ゲンジ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Shion,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対シオン: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Sombra,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ソンブラ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Tracer,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対トレーサー: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Venture,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ベンチャー: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Reaper,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対リーパー: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Vendetta,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ヴェンデッタ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Echo,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対エコー: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Pharah,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ファラ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Symmetra,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対シンメトラ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Junkrat,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ジャンクラット: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Torbjörn,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対トールビョーン: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Bastion,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対バスティオン: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Mei,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対メイ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Illari,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対イラリー: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Jetpack Cat,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ジェットパック・キャット: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Juno,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ジュノ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Baptiste,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対バティスト: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Mercy,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対マーシー: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Lifeweaver,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ライフウィーバー: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Kiriko,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対キリコ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Brigitte,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ブリギッテ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Moira,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対モイラ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Lúcio,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ルシオ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Ana,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対アナ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Wuyang,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ウーヤン: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Zenyatta,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ゼニヤッタ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Soldier76,Mizuki,97,47,89,B,1,,unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソルジャー76対ミズキ: 品質B、スコア89/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,D.Va,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対D.Va: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Winston,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ウィンストン: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Doomfist,69,47,82,B,8,移動スキル使用後,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ドゥームフィスト: 品質B、スコア82/100。仮文言を固有スキル名と具体タイミングへ置換。,仮文言を固有スキル名と具体タイミングへ置換。,needs_text_cleanup
Sojourn,Hazard,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ハザード: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Wrecking Ball,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対レッキング・ボール: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Zarya,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ザリア: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Junker Queen,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ジャンカー・クイーン: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Domina,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ドミナ: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Mauga,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対マウガ: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Ramattra,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ラマットラ: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Roadhog,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ロードホッグ: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Orisa,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対オリーサ: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Sigma,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対シグマ: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Reinhardt,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ラインハルト: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Ashe,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対アッシュ: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Widowmaker,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ウィドウメイカー: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Emre,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対エムレ: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Cassidy,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対キャスディ: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Sojourn,69,47,82,B,8,移動スキル使用後,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ソジョーン: 品質B、スコア82/100。仮文言を固有スキル名と具体タイミングへ置換。,仮文言を固有スキル名と具体タイミングへ置換。,needs_text_cleanup
Sojourn,Soldier: 76,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ソルジャー76: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Hanzo,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ハンゾー: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Freja,69,47,82,B,8,移動スキル使用後,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対フレイヤ: 品質B、スコア82/100。仮文言を固有スキル名と具体タイミングへ置換。,仮文言を固有スキル名と具体タイミングへ置換。,needs_text_cleanup
Sojourn,Anran,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対アンラン: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Genji,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ゲンジ: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Shion,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対シオン: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Sombra,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ソンブラ: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Tracer,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対トレーサー: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Venture,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ベンチャー: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Reaper,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対リーパー: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Vendetta,69,47,82,B,8,移動スキル使用後,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ヴェンデッタ: 品質B、スコア82/100。仮文言を固有スキル名と具体タイミングへ置換。,仮文言を固有スキル名と具体タイミングへ置換。,needs_text_cleanup
Sojourn,Echo,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対エコー: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Pharah,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ファラ: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Symmetra,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対シンメトラ: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Junkrat,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対ジャンクラット: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Torbjörn,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対トールビョーン: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
Sojourn,Bastion,79,47,84,B,7,,detail.main|detail.move|detail.sustain|detail.ultimate|detail.cue|detail.practice|unique.duplication_guardrail,5.0-5.0 stdev 0.00,ソジョーン対バスティオン: 品質B、スコア84/100。短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,短い説明欄へ勝ち方・負け筋・確認タイミングを追記。,needs_depth
